pairs,risk_pct,oos_annual,oos_dd,oos_pf,oos_sharpe,oos_trades,is_annual,is_dd,is_pf,passes
BTC+ENS+WLD,0.75,150.1,16.24,1.56,3.3,366,35.8,29.54,1.24,no
BTC+ENS+XRP,0.45,74.7,10.96,1.60,3.23,355,20.7,17.82,1.26,no
BTC+ENS+XRP,0.5,85.5,12.12,1.59,3.23,355,23.1,19.63,1.26,no
BTC+ENS+XRP,0.55,96.9,13.26,1.58,3.23,355,25.5,21.4,1.26,no
BTC+ENS+XRP,0.6,108.9,14.38,1.57,3.23,355,28.0,23.13,1.26,no
BTC+ENS+XRP,0.65,121.5,15.5,1.56,3.23,355,30.4,24.84,1.26,no
BTC+ENS+XRP,0.7,135.0,16.6,1.56,3.23,355,32.9,26.51,1.26,no
BTC+ENS+XRP,0.75,149.2,17.69,1.55,3.23,355,35.4,28.15,1.25,no
BTC+ETH+HBAR,0.45,47.9,6.42,1.48,2.54,310,27.5,13.4,1.33,no
BTC+ETH+HBAR,0.5,54.2,7.12,1.48,2.54,310,30.8,14.8,1.32,no
BTC+ETH+HBAR,0.55,60.8,7.8,1.47,2.54,310,34.2,16.2,1.32,no
BTC+ETH+HBAR,0.6,67.6,8.49,1.47,2.54,310,37.6,17.57,1.32,no
BTC+ETH+HBAR,0.65,74.6,9.17,1.47,2.54,310,41.1,18.93,1.32,no
BTC+ETH+HBAR,0.7,81.9,9.84,1.46,2.55,310,44.6,20.28,1.32,no
BTC+ETH+HBAR,0.75,89.6,10.51,1.46,2.55,310,48.2,21.61,1.32,no
BTC+ETH+LTC,0.45,74.0,8.75,1.69,3.26,330,23.0,13.63,1.28,no
BTC+ETH+LTC,0.5,84.7,9.69,1.69,3.26,330,25.8,15.04,1.28,no
BTC+ETH+LTC,0.55,95.9,10.62,1.68,3.26,330,28.5,16.43,1.28,no
BTC+ETH+LTC,0.6,107.8,11.55,1.68,3.26,330,31.2,17.8,1.28,no
BTC+ETH+LTC,0.65,120.3,12.47,1.68,3.26,330,34.0,19.15,1.28,no
BTC+ETH+LTC,0.7,133.6,13.38,1.67,3.26,330,36.9,20.48,1.28,no
BTC+ETH+LTC,0.75,147.7,14.28,1.67,3.26,330,39.7,21.79,1.27,no
BTC+ETH+SNX,0.45,73.7,6.96,1.74,3.39,314,34.0,14.08,1.38,no
BTC+ETH+SNX,0.5,84.3,7.72,1.73,3.39,314,38.3,15.56,1.38,no
BTC+ETH+SNX,0.55,95.6,8.47,1.73,3.39,314,42.7,17.03,1.37,no
BTC+ETH+SNX,0.6,107.4,9.22,1.72,3.39,314,47.1,18.47,1.37,no
BTC+ETH+SNX,0.65,119.9,9.96,1.72,3.39,314,51.7,19.91,1.37,no
BTC+ETH+SNX,0.7,133.1,10.7,1.71,3.39,314,56.4,21.32,1.36,no
BTC+ETH+SNX,0.75,147.2,11.43,1.71,3.39,314,61.2,22.72,1.36,no
BTC+ETH+TON,0.45,72.4,6.06,1.72,3.42,318,25.8,10.01,1.36,no
BTC+ETH+TON,0.5,82.9,6.73,1.72,3.42,318,28.9,11.07,1.36,no
BTC+ETH+TON,0.55,93.9,7.4,1.71,3.42,318,32.1,12.11,1.35,no
BTC+ETH+TON,0.6,105.6,8.06,1.71,3.42,318,35.3,13.15,1.35,no
BTC+ETH+TON,0.65,117.8,8.73,1.71,3.42,318,38.6,14.17,1.35,no
BTC+ETH+TON,0.7,130.8,9.39,1.71,3.42,318,41.9,15.18,1.35,no
BTC+ETH+TON,0.75,144.7,10.05,1.71,3.42,318,45.2,16.18,1.35,no
BTC+ETH+VET,0.45,56.2,10.36,1.54,2.76,341,24.9,15.89,1.32,no
BTC+ETH+VET,0.5,63.9,11.45,1.54,2.76,341,27.9,17.53,1.32,no
BTC+ETH+VET,0.55,71.8,12.54,1.54,2.76,341,30.9,19.15,1.32,no
BTC+ETH+VET,0.6,80.1,13.61,1.54,2.76,341,33.9,20.74,1.32,no
BTC+ETH+VET,0.65,88.7,14.67,1.54,2.76,341,37.0,22.31,1.32,no
BTC+ETH+VET,0.7,97.7,15.71,1.54,2.76,341,40.1,23.86,1.32,no
BTC+ETH+VET,0.75,107.2,16.75,1.53,2.76,341,43.2,25.38,1.31,no
BTC+ETH+WLD,0.45,65.5,5.76,1.65,3.24,325,18.5,15.66,1.25,no
BTC+ETH+WLD,0.5,74.8,6.39,1.64,3.24,325,20.6,17.29,1.24,no
BTC+ETH+WLD,0.55,84.5,7.01,1.64,3.24,325,22.8,18.91,1.24,no
BTC+ETH+WLD,0.6,94.6,7.64,1.64,3.24,325,24.9,20.51,1.24,no
BTC+ETH+WLD,0.65,105.3,8.26,1.63,3.24,325,27.1,22.08,1.24,no
BTC+ETH+WLD,0.7,116.6,8.88,1.63,3.24,325,29.2,23.63,1.24,no
BTC+ETH+WLD,0.75,128.5,9.5,1.63,3.25,325,31.4,25.17,1.24,no
BTC+ETH+XRP,0.45,65.0,7.86,1.64,3.02,314,18.4,12.92,1.26,no
BTC+ETH+XRP,0.5,74.1,8.7,1.63,3.02,314,20.4,14.28,1.26,no
BTC+ETH+XRP,0.55,83.7,9.54,1.62,3.02,314,22.6,15.62,1.26,no
BTC+ETH+XRP,0.6,93.8,10.37,1.62,3.02,314,24.7,16.96,1.26,no
BTC+ETH+XRP,0.65,104.3,11.2,1.61,3.02,314,26.8,18.27,1.26,no
BTC+ETH+XRP,0.7,115.4,12.01,1.61,3.02,314,28.9,19.58,1.25,no
BTC+ETH+XRP,0.75,127.1,12.83,1.61,3.02,314,31.1,20.87,1.25,no
BTC+HBAR+LTC,0.45,49.1,8.77,1.44,2.53,336,27.1,14.97,1.28,no
BTC+HBAR+LTC,0.5,55.7,9.71,1.43,2.53,336,30.4,16.53,1.28,no
BTC+HBAR+LTC,0.55,62.4,10.64,1.43,2.53,336,33.7,18.07,1.28,no
BTC+HBAR+LTC,0.6,69.4,11.56,1.42,2.53,336,37.1,19.58,1.28,no
BTC+HBAR+LTC,0.65,76.7,12.48,1.42,2.53,336,40.5,21.08,1.28,no
BTC+HBAR+LTC,0.7,84.2,13.39,1.41,2.53,336,44.0,22.55,1.27,no
BTC+HBAR+LTC,0.75,92.1,14.29,1.41,2.54,336,47.5,24.01,1.27,no
BTC+HBAR+SNX,0.45,48.9,7.39,1.46,2.66,320,38.1,19.16,1.36,no
BTC+HBAR+SNX,0.5,55.4,8.18,1.46,2.66,320,43.0,21.09,1.36,no
BTC+HBAR+SNX,0.55,62.2,8.97,1.45,2.66,320,48.0,22.97,1.36,no
BTC+HBAR+SNX,0.6,69.2,9.75,1.44,2.66,320,53.1,24.82,1.35,no
BTC+HBAR+SNX,0.65,76.4,10.53,1.44,2.66,320,58.3,26.64,1.35,no
BTC+HBAR+SNX,0.7,83.9,11.3,1.43,2.67,320,63.7,28.41,1.34,no
BTC+HBAR+SNX,0.75,91.9,12.06,1.43,2.67,320,69.2,30.15,1.34,no
BTC+HBAR+TON,0.45,47.6,11.13,1.45,2.51,324,29.8,14.36,1.35,no
BTC+HBAR+TON,0.5,53.9,12.3,1.45,2.51,324,33.5,15.85,1.34,no
BTC+HBAR+TON,0.55,60.4,13.46,1.44,2.51,324,37.2,17.31,1.34,no
BTC+HBAR+TON,0.6,67.1,14.61,1.44,2.51,324,41.0,18.74,1.34,no
BTC+HBAR+TON,0.65,74.1,15.75,1.44,2.51,324,44.9,20.16,1.34,no
BTC+HBAR+TON,0.7,81.4,16.87,1.43,2.51,324,48.8,21.56,1.33,no
BTC+HBAR+TON,0.75,89.0,17.99,1.43,2.52,324,52.9,22.93,1.33,no
BTC+HBAR+VET,0.45,33.7,8.49,1.31,1.92,347,29.0,20.69,1.31,no
BTC+HBAR+VET,0.5,37.8,9.4,1.31,1.92,347,32.5,22.74,1.31,no
BTC+HBAR+VET,0.55,42.0,10.3,1.30,1.92,347,36.0,24.74,1.31,no
BTC+HBAR+VET,0.6,46.4,11.19,1.30,1.92,347,39.7,26.7,1.31,no
BTC+HBAR+VET,0.65,50.8,12.08,1.30,1.92,347,43.4,28.62,1.31,no
BTC+HBAR+VET,0.7,55.3,12.96,1.30,1.92,347,47.1,30.49,1.31,no
BTC+HBAR+VET,0.75,60.0,13.83,1.29,1.92,347,50.9,32.32,1.30,no
BTC+HBAR+WLD,0.45,41.7,11.82,1.39,2.32,331,22.2,19.44,1.25,no
BTC+HBAR+WLD,0.5,47.1,13.06,1.39,2.32,331,24.8,21.38,1.25,no
BTC+HBAR+WLD,0.55,52.6,14.28,1.38,2.32,331,27.5,23.29,1.25,no
BTC+HBAR+WLD,0.6,58.4,15.5,1.38,2.32,331,30.1,25.16,1.24,no
BTC+HBAR+WLD,0.65,64.2,16.7,1.37,2.32,331,32.8,26.99,1.24,no
BTC+HBAR+WLD,0.7,70.3,17.88,1.37,2.33,331,35.5,28.78,1.24,no
BTC+HBAR+WLD,0.75,76.7,19.06,1.36,2.33,331,38.2,30.53,1.24,no
BTC+HBAR+XRP,0.45,41.3,9.18,1.39,2.35,320,22.1,15.06,1.26,no
BTC+HBAR+XRP,0.5,46.6,10.17,1.38,2.35,320,24.7,16.63,1.26,no
BTC+HBAR+XRP,0.55,52.1,11.14,1.38,2.35,320,27.3,18.17,1.26,no
BTC+HBAR+XRP,0.6,57.8,12.11,1.37,2.35,320,29.9,19.7,1.26,no
BTC+HBAR+XRP,0.65,63.6,13.07,1.37,2.35,320,32.6,21.2,1.26,no
BTC+HBAR+XRP,0.7,69.6,14.02,1.36,2.35,320,35.2,22.68,1.26,no
BTC+HBAR+XRP,0.75,75.9,14.97,1.36,2.36,320,38.0,24.15,1.25,no
BTC+LTC+SNX,0.45,75.3,7.73,1.66,3.4,340,33.3,15.77,1.33,no
BTC+LTC+SNX,0.5,86.2,8.56,1.65,3.4,340,37.5,17.41,1.33,no
BTC+LTC+SNX,0.55,97.8,9.38,1.65,3.4,340,41.7,19.04,1.32,no
BTC+LTC+SNX,0.6,110.0,10.2,1.64,3.4,340,46.0,20.64,1.32,no
BTC+LTC+SNX,0.65,122.9,11.0,1.64,3.4,340,50.5,22.23,1.31,no
BTC+LTC+SNX,0.7,136.6,11.81,1.63,3.4,340,55.0,23.79,1.31,no
BTC+LTC+SNX,0.75,151.2,12.6,1.63,3.4,340,59.5,25.33,1.31,no
BTC+LTC+TON,0.45,74.1,7.71,1.65,3.47,344,25.3,10.11,1.31,no
BTC+LTC+TON,0.5,84.8,8.54,1.65,3.47,344,28.4,11.18,1.30,no
BTC+LTC+TON,0.55,96.2,9.37,1.65,3.47,344,31.5,12.23,1.30,no
BTC+LTC+TON,0.6,108.2,10.19,1.64,3.47,344,34.6,13.28,1.30,no
BTC+LTC+TON,0.65,120.9,11.0,1.64,3.47,344,37.8,14.31,1.30,no
BTC+LTC+TON,0.7,134.4,11.81,1.64,3.47,344,41.0,15.34,1.30,no
BTC+LTC+TON,0.75,148.7,12.61,1.63,3.48,344,44.3,16.35,1.29,no
BTC+LTC+VET,0.45,57.6,10.11,1.49,2.74,367,24.5,18.96,1.28,no
BTC+LTC+VET,0.5,65.4,11.18,1.49,2.74,367,27.4,20.88,1.28,no
BTC+LTC+VET,0.55,73.6,12.24,1.49,2.74,367,30.4,22.75,1.27,no
BTC+LTC+VET,0.6,82.2,13.28,1.49,2.74,367,33.3,24.59,1.27,no
BTC+LTC+VET,0.65,91.0,14.32,1.48,2.74,367,36.3,26.39,1.27,no
BTC+LTC+VET,0.7,100.3,15.35,1.48,2.74,367,39.4,28.15,1.27,no
BTC+LTC+VET,0.75,110.2,16.36,1.48,2.74,367,42.4,29.88,1.27,no
BTC+LTC+WLD,0.45,67.2,7.72,1.58,3.28,351,18.0,17.74,1.21,no
BTC+LTC+WLD,0.5,76.8,8.55,1.58,3.28,351,20.0,19.55,1.21,no
BTC+LTC+WLD,0.55,86.8,9.37,1.57,3.28,351,22.1,21.34,1.21,no
BTC+LTC+WLD,0.6,97.3,10.2,1.57,3.28,351,24.1,23.09,1.21,no
BTC+LTC+WLD,0.65,108.3,11.01,1.56,3.28,351,26.2,24.81,1.20,no
BTC+LTC+WLD,0.7,120.0,11.82,1.56,3.28,351,28.2,26.51,1.20,no
BTC+LTC+WLD,0.75,132.4,12.63,1.56,3.28,351,30.3,28.17,1.20,no
BTC+LTC+XRP,0.45,66.5,5.72,1.58,3.13,340,17.9,13.86,1.22,no
BTC+LTC+XRP,0.5,75.8,6.33,1.57,3.13,340,19.9,15.29,1.22,no
BTC+LTC+XRP,0.55,85.7,6.95,1.57,3.13,340,21.9,16.7,1.22,no
BTC+LTC+XRP,0.6,96.1,7.57,1.56,3.13,340,23.9,18.09,1.22,no
BTC+LTC+XRP,0.65,106.9,8.19,1.55,3.13,340,26.0,19.46,1.22,no
BTC+LTC+XRP,0.7,118.4,8.8,1.55,3.13,340,28.0,20.81,1.21,no
BTC+LTC+XRP,0.75,130.6,9.42,1.54,3.13,340,30.1,22.14,1.21,no
BTC+SNX+TON,0.45,73.7,5.67,1.69,3.46,328,36.6,13.92,1.40,no
BTC+SNX+TON,0.5,84.4,6.29,1.69,3.46,328,41.3,15.39,1.39,no
BTC+SNX+TON,0.55,95.7,6.91,1.68,3.46,328,46.0,16.83,1.39,no
BTC+SNX+TON,0.6,107.7,7.53,1.68,3.46,328,51.0,18.26,1.38,no
BTC+SNX+TON,0.65,120.2,8.14,1.68,3.46,328,56.0,19.68,1.38,no
BTC+SNX+TON,0.7,133.6,8.75,1.67,3.46,328,61.2,21.08,1.38,no
BTC+SNX+TON,0.75,147.9,9.36,1.67,3.47,328,66.5,22.46,1.37,no
BTC+SNX+VET,0.45,57.2,9.69,1.52,2.88,351,35.4,21.32,1.36,no
BTC+SNX+VET,0.5,65.1,10.71,1.52,2.88,351,39.8,23.43,1.36,no
BTC+SNX+VET,0.55,73.2,11.73,1.51,2.88,351,44.4,25.49,1.36,no
BTC+SNX+VET,0.6,81.7,12.74,1.51,2.88,351,49.1,27.5,1.35,no
BTC+SNX+VET,0.65,90.5,13.73,1.51,2.88,351,53.8,29.47,1.35,no
BTC+SNX+VET,0.7,99.8,14.72,1.51,2.88,351,58.7,31.39,1.35,no
BTC+SNX+VET,0.75,109.5,15.69,1.50,2.88,351,63.7,33.27,1.34,no
BTC+SNX+WLD,0.45,66.7,5.58,1.62,3.36,335,28.6,20.09,1.30,no
BTC+SNX+WLD,0.5,76.1,6.18,1.61,3.36,335,32.1,22.1,1.30,no
BTC+SNX+WLD,0.55,86.0,6.78,1.61,3.36,335,35.7,24.07,1.29,no
BTC+SNX+WLD,0.6,96.5,7.37,1.60,3.36,335,39.3,25.99,1.29,no
BTC+SNX+WLD,0.65,107.4,7.95,1.60,3.36,335,43.0,27.88,1.29,no
BTC+SNX+WLD,0.7,119.0,8.53,1.59,3.36,335,46.7,29.73,1.28,no
BTC+SNX+WLD,0.75,131.2,9.11,1.59,3.36,335,50.5,31.53,1.28,no
BTC+SNX+XRP,0.45,66.2,5.5,1.61,3.23,324,28.2,18.05,1.32,no
BTC+SNX+XRP,0.5,75.5,6.1,1.61,3.23,324,31.6,19.89,1.31,no
BTC+SNX+XRP,0.55,85.4,6.69,1.60,3.23,324,35.1,21.69,1.31,no
BTC+SNX+XRP,0.6,95.7,7.28,1.59,3.23,324,38.6,23.46,1.31,no
BTC+SNX+XRP,0.65,106.5,7.87,1.59,3.23,324,42.2,25.2,1.30,no
BTC+SNX+XRP,0.7,118.0,8.45,1.58,3.23,324,45.8,26.91,1.30,no
BTC+SNX+XRP,0.75,130.1,9.03,1.58,3.24,324,49.5,28.58,1.30,no
BTC+TON+VET,0.45,56.0,7.99,1.51,2.81,355,27.1,15.52,1.34,no
BTC+TON+VET,0.5,63.6,8.85,1.51,2.81,355,30.4,17.12,1.34,no
BTC+TON+VET,0.55,71.5,9.7,1.51,2.81,355,33.8,18.69,1.34,no
BTC+TON+VET,0.6,79.8,10.54,1.51,2.81,355,37.2,20.25,1.34,no
BTC+TON+VET,0.65,88.4,11.38,1.50,2.81,355,40.6,21.77,1.33,no
BTC+TON+VET,0.7,97.4,12.22,1.50,2.81,355,44.1,23.28,1.33,no
BTC+TON+VET,0.75,106.9,13.04,1.50,2.81,355,47.7,24.76,1.33,no
BTC+TON+WLD,0.45,65.5,12.79,1.61,3.41,339,21.0,13.91,1.27,no
BTC+TON+WLD,0.5,74.7,14.12,1.60,3.41,339,23.4,15.38,1.26,no
BTC+TON+WLD,0.55,84.4,15.43,1.60,3.41,339,25.9,16.83,1.26,no
BTC+TON+WLD,0.6,94.7,16.72,1.60,3.41,339,28.4,18.27,1.26,no
BTC+TON+WLD,0.65,105.4,18.0,1.59,3.41,339,31.0,19.69,1.26,no
BTC+TON+WLD,0.7,116.7,19.25,1.59,3.42,339,33.5,21.09,1.26,no
BTC+TON+WLD,0.75,128.7,20.49,1.59,3.42,339,36.1,22.48,1.25,no
BTC+TON+XRP,0.45,64.7,7.51,1.60,3.15,328,20.5,13.06,1.29,no
BTC+TON+XRP,0.5,73.9,8.32,1.59,3.15,328,22.9,14.45,1.28,no
BTC+TON+XRP,0.55,83.4,9.13,1.59,3.15,328,25.3,15.81,1.28,no
BTC+TON+XRP,0.6,93.5,9.93,1.58,3.15,328,27.8,17.17,1.28,no
BTC+TON+XRP,0.65,104.0,10.73,1.58,3.15,328,30.2,18.51,1.28,no
BTC+TON+XRP,0.7,115.1,11.52,1.57,3.16,328,32.7,19.84,1.28,no
BTC+TON+XRP,0.75,126.9,12.31,1.57,3.16,328,35.2,21.15,1.28,no
BTC+VET+WLD,0.45,49.7,7.97,1.45,2.62,362,19.8,23.49,1.24,no
BTC+VET+WLD,0.5,56.3,8.83,1.45,2.62,362,22.0,25.76,1.24,no
BTC+VET+WLD,0.55,63.1,9.68,1.44,2.62,362,24.3,27.98,1.24,no
BTC+VET+WLD,0.6,70.2,10.52,1.44,2.62,362,26.6,30.14,1.24,no
BTC+VET+WLD,0.65,77.5,11.36,1.44,2.62,362,29.0,32.23,1.23,no
BTC+VET+WLD,0.7,85.2,12.19,1.44,2.62,362,31.3,34.28,1.23,no
BTC+VET+WLD,0.75,93.2,13.01,1.44,2.62,362,33.6,36.26,1.23,no
BTC+VET+XRP,0.45,49.3,6.24,1.44,2.57,351,19.6,20.36,1.25,no
BTC+VET+XRP,0.5,55.9,6.9,1.44,2.57,351,21.9,22.37,1.25,no
BTC+VET+XRP,0.55,62.6,7.56,1.44,2.57,351,24.2,24.35,1.25,no
BTC+VET+XRP,0.6,69.7,8.22,1.44,2.57,351,26.5,26.27,1.25,no
BTC+VET+XRP,0.65,76.9,8.87,1.43,2.57,351,28.8,28.15,1.25,no
BTC+VET+XRP,0.7,84.5,9.52,1.43,2.57,351,31.1,29.99,1.25,no
BTC+VET+XRP,0.75,92.4,10.16,1.43,2.58,351,33.5,31.79,1.25,no
BTC+WLD+XRP,0.45,58.4,7.77,1.53,3.2,335,13.5,17.37,1.18,no
BTC+WLD+XRP,0.5,66.4,8.6,1.53,3.2,335,15.0,19.13,1.18,no
BTC+WLD+XRP,0.55,74.8,9.43,1.52,3.2,335,16.5,20.87,1.18,no
BTC+WLD+XRP,0.6,83.6,10.26,1.52,3.2,335,18.0,22.57,1.18,no
BTC+WLD+XRP,0.65,92.8,11.08,1.51,3.2,335,19.5,24.24,1.18,no
BTC+WLD+XRP,0.7,102.5,11.89,1.51,3.2,335,21.0,25.88,1.17,no
BTC+WLD+XRP,0.75,112.7,12.7,1.51,3.21,335,22.5,27.49,1.17,no
DOGE+ENS+ETH,0.45,110.0,10.39,1.92,4.02,360,38.6,10.25,1.48,no
DOGE+ENS+ETH,0.5,127.5,11.49,1.91,4.02,360,43.5,11.32,1.48,no
DOGE+ENS+ETH,0.55,146.4,12.59,1.91,4.02,360,48.6,12.39,1.48,no
DOGE+ENS+ETH,0.6,166.7,13.68,1.90,4.02,360,53.8,13.44,1.47,no
DOGE+ENS+ETH,0.65,188.6,14.75,1.89,4.02,360,59.1,14.48,1.47,no
DOGE+ENS+ETH,0.7,212.1,15.82,1.89,4.02,360,64.6,15.51,1.47,no
DOGE+ENS+ETH,0.75,237.4,16.88,1.88,4.02,360,70.2,16.53,1.46,no
DOGE+ENS+HBAR,0.45,79.8,10.35,1.64,3.3,366,42.8,9.42,1.45,no
DOGE+ENS+HBAR,0.5,91.5,11.45,1.64,3.3,366,48.4,10.42,1.45,no
DOGE+ENS+HBAR,0.55,103.9,12.54,1.63,3.3,366,54.1,11.42,1.45,no
DOGE+ENS+HBAR,0.6,117.0,13.61,1.62,3.3,366,60.0,12.4,1.44,no
DOGE+ENS+HBAR,0.65,130.9,14.68,1.61,3.3,366,66.1,13.38,1.44,no
DOGE+ENS+HBAR,0.7,145.6,15.74,1.60,3.3,366,72.4,14.35,1.43,no
DOGE+ENS+HBAR,0.75,161.1,16.78,1.60,3.3,366,78.9,15.31,1.43,no
DOGE+ENS+LTC,0.45,110.5,10.11,1.84,4.02,386,38.1,7.8,1.42,no
DOGE+ENS+LTC,0.5,128.1,11.19,1.83,4.02,386,42.9,8.64,1.41,no
DOGE+ENS+LTC,0.55,147.1,12.27,1.82,4.02,386,47.9,9.47,1.41,no
DOGE+ENS+LTC,0.6,167.6,13.33,1.81,4.02,386,53.0,10.3,1.40,no
DOGE+ENS+LTC,0.65,189.6,14.38,1.81,4.02,386,58.3,11.12,1.40,no
DOGE+ENS+LTC,0.7,213.3,15.43,1.80,4.02,386,63.7,11.94,1.39,no
DOGE+ENS+LTC,0.75,238.8,16.47,1.79,4.02,386,69.2,12.75,1.39,no
DOGE+ENS+SNX,0.45,110.8,10.26,1.89,4.03,370,50.4,9.95,1.50,no
DOGE+ENS+SNX,0.5,128.4,11.34,1.88,4.03,370,57.1,11.0,1.49,no
DOGE+ENS+SNX,0.55,147.5,12.41,1.87,4.03,370,64.1,12.03,1.49,no
DOGE+ENS+SNX,0.6,168.0,13.46,1.86,4.03,370,71.4,13.06,1.48,no
DOGE+ENS+SNX,0.65,190.1,14.51,1.86,4.03,370,78.9,14.08,1.47,no
DOGE+ENS+SNX,0.7,213.8,15.54,1.85,4.03,370,86.8,15.08,1.47,no
DOGE+ENS+SNX,0.75,239.4,16.57,1.84,4.03,370,94.8,16.07,1.46,no
DOGE+ENS+TON,0.45,108.8,9.12,1.87,4.25,374,41.2,9.88,1.50,no
DOGE+ENS+TON,0.5,126.2,10.1,1.86,4.25,374,46.5,10.93,1.50,no
DOGE+ENS+TON,0.55,144.8,11.06,1.86,4.25,374,52.0,11.96,1.49,no
DOGE+ENS+TON,0.6,165.0,12.02,1.85,4.25,374,57.7,12.99,1.49,no
DOGE+ENS+TON,0.65,186.7,12.97,1.84,4.25,374,63.5,14.01,1.48,no
DOGE+ENS+TON,0.7,210.0,13.91,1.84,4.25,374,69.6,15.02,1.48,no
DOGE+ENS+TON,0.75,235.2,14.85,1.83,4.25,374,75.8,16.01,1.47,no
DOGE+ENS+VET,0.45,89.6,10.61,1.70,3.29,397,40.0,10.92,1.46,no
DOGE+ENS+VET,0.5,103.1,11.74,1.69,3.29,397,45.1,12.07,1.45,no
DOGE+ENS+VET,0.55,117.4,12.86,1.69,3.29,397,50.4,13.21,1.45,no
DOGE+ENS+VET,0.6,132.6,13.97,1.68,3.29,397,55.8,14.33,1.45,no
DOGE+ENS+VET,0.65,148.8,15.07,1.68,3.29,397,61.4,15.44,1.45,no
DOGE+ENS+VET,0.7,166.0,16.17,1.68,3.29,397,67.1,16.55,1.44,no
DOGE+ENS+VET,0.75,184.2,17.25,1.67,3.29,397,73.0,17.67,1.44,no
DOGE+ENS+WLD,0.45,100.1,11.62,1.80,3.86,381,32.9,11.69,1.38,no
DOGE+ENS+WLD,0.5,115.7,12.84,1.79,3.86,381,37.0,12.92,1.38,no
DOGE+ENS+WLD,0.55,132.4,14.05,1.79,3.86,381,41.2,14.13,1.38,no
DOGE+ENS+WLD,0.6,150.3,15.25,1.78,3.86,381,45.4,15.33,1.37,no
DOGE+ENS+WLD,0.65,169.4,16.43,1.77,3.86,381,49.8,16.51,1.37,no
DOGE+ENS+WLD,0.7,189.9,17.6,1.77,3.86,381,54.2,17.68,1.36,no
DOGE+ENS+WLD,0.75,211.8,18.76,1.76,3.86,381,58.8,18.83,1.36,no
DOGE+ENS+XRP,0.45,100.5,13.04,1.79,3.77,370,32.8,9.24,1.41,no
DOGE+ENS+XRP,0.5,116.2,14.4,1.78,3.77,370,36.9,10.22,1.41,no
DOGE+ENS+XRP,0.55,132.9,15.74,1.77,3.77,370,41.0,11.19,1.40,no
DOGE+ENS+XRP,0.6,150.9,17.06,1.76,3.77,370,45.3,12.16,1.40,no
DOGE+ENS+XRP,0.65,170.1,18.36,1.75,3.77,370,49.6,13.11,1.40,no
DOGE+ENS+XRP,0.7,190.6,19.64,1.74,3.77,370,54.1,14.06,1.40,no
DOGE+ENS+XRP,0.75,212.6,20.91,1.73,3.77,370,58.6,14.99,1.39,no
DOGE+ETH+HBAR,0.45,69.9,6.02,1.69,3.5,325,40.0,6.95,1.47,no
DOGE+ETH+HBAR,0.5,79.9,6.67,1.69,3.5,325,45.1,7.7,1.46,no
DOGE+ETH+HBAR,0.55,90.4,7.32,1.68,3.5,325,50.4,8.44,1.46,no
DOGE+ETH+HBAR,0.6,101.5,7.96,1.68,3.5,325,55.8,9.18,1.46,no
DOGE+ETH+HBAR,0.65,113.2,8.6,1.68,3.5,325,61.4,9.91,1.45,no
DOGE+ETH+HBAR,0.7,125.5,9.24,1.67,3.5,325,67.1,10.64,1.45,no
DOGE+ETH+HBAR,0.75,138.4,9.88,1.67,3.5,325,73.0,11.36,1.45,no
DOGE+ETH+LTC,0.45,98.8,8.02,1.92,4.02,345,35.2,8.56,1.43,no
DOGE+ETH+LTC,0.5,114.2,8.88,1.92,4.02,345,39.7,9.48,1.42,no
DOGE+ETH+LTC,0.55,130.6,9.74,1.91,4.01,345,44.2,10.38,1.42,no
DOGE+ETH+LTC,0.6,148.2,10.59,1.91,4.01,345,48.9,11.28,1.42,no
DOGE+ETH+LTC,0.65,167.1,11.44,1.91,4.01,345,53.6,12.16,1.41,no
DOGE+ETH+LTC,0.7,187.2,12.28,1.91,4.01,345,58.5,13.05,1.41,no
DOGE+ETH+LTC,0.75,208.8,13.12,1.90,4.01,345,63.5,13.92,1.41,no
DOGE+ETH+SNX,0.45,99.2,8.51,1.98,4.12,329,47.5,9.29,1.52,no
DOGE+ETH+SNX,0.5,114.6,9.42,1.98,4.12,329,53.7,10.27,1.51,no
DOGE+ETH+SNX,0.55,131.1,10.31,1.98,4.12,329,60.2,11.24,1.51,no
DOGE+ETH+SNX,0.6,148.8,11.21,1.98,4.12,329,67.0,12.21,1.50,no
DOGE+ETH+SNX,0.65,167.8,12.09,1.97,4.12,329,74.0,13.16,1.50,no
DOGE+ETH+SNX,0.7,188.0,12.96,1.97,4.12,329,81.2,14.1,1.49,no
DOGE+ETH+SNX,0.75,209.7,13.83,1.97,4.12,329,88.6,15.04,1.49,no
DOGE+ETH+TON,0.45,97.3,4.58,1.96,4.33,333,38.4,7.04,1.52,no
DOGE+ETH+TON,0.5,112.5,5.08,1.95,4.33,333,43.3,7.8,1.52,YES
DOGE+ETH+TON,0.55,128.7,5.58,1.95,4.33,333,48.3,8.55,1.51,no
DOGE+ETH+TON,0.6,146.1,6.08,1.95,4.33,333,53.5,9.3,1.51,no
DOGE+ETH+TON,0.65,164.7,6.58,1.95,4.33,333,58.9,10.04,1.51,no
DOGE+ETH+TON,0.7,184.6,7.08,1.95,4.33,333,64.3,10.78,1.50,no
DOGE+ETH+TON,0.75,205.9,7.58,1.94,4.33,333,70.0,11.51,1.50,no
DOGE+ETH+VET,0.45,79.4,8.81,1.75,3.5,356,37.3,9.35,1.47,no
