label,pairs,risk_pct,conc,oos_annual,oos_dd,oos_pf,oos_sharpe,oos_trades,is_annual,is_dd,is_pf
rr28,HBAR+SNX+TON,0.45,3,75.7,5.56,1.77,3.86,336,56.6,7.04,1.56
rr28,BNB+TON+XRP,0.45,2,75.7,6.11,1.75,3.75,343,31.4,6.14,1.46
rr28,ADA+DOGE+TON,0.45,2,75.6,7.01,1.77,3.84,336,47.6,7.94,1.60
rr28,1000PEPE+DOGE+TON,0.45,2,75.6,4.61,1.82,3.93,328,49.4,6.54,1.67
thr06,ADA+APT+BNB,0.45,2,75.6,6.11,1.62,3.26,375,60.9,7.96,1.57
rr28,DOGE+ETH+XRP,0.45,2,75.6,6.11,1.81,3.79,316,34.3,7.81,1.53
rr28,BCH+BNB+VET,0.45,3,75.6,5.4,1.73,3.79,363,48.1,5.83,1.60
thr06,ADA+APT+WLD,0.45,3,75.5,6.52,1.59,3.42,406,62.2,7.6,1.53
rr28,APT+DOGE+HBAR,0.45,3,75.5,7.1,1.73,3.77,347,56.6,6.44,1.60
perpair,ADA+BNB+LTC,0.5,2,75.5,7.23,1.73,3.45,299,50.5,7.06,1.55
rr28,1000PEPE+APT+ETH,0.45,2,75.5,4.97,1.89,3.89,312,59.7,7.81,1.76
rr28,1000PEPE+DOGE+TON,0.45,3,75.5,6.56,1.74,3.7,350,48.4,6.86,1.65
rr28,1000PEPE+HBAR+TON,0.55,2,75.5,7.61,1.63,3.44,324,65.0,7.42,1.58
perpair,1000PEPE+HBAR+TON,0.45,3,75.4,6.91,1.72,3.69,348,49.5,7.54,1.52
rr28,ADA+BNB+TON,0.45,2,75.4,6.0,1.75,3.86,346,43.6,6.91,1.55
perpair,BNB+ENS+LTC,0.45,2,75.4,7.54,1.75,3.68,302,37.5,7.94,1.52
rr28,BCH+VET+WLD,0.45,2,75.3,5.44,1.79,4.0,352,43.3,7.6,1.55
perpair,APT+ENS+HBAR,0.45,3,75.3,6.42,1.68,3.5,341,55.7,7.56,1.58
perpair,APT+HBAR+LTC,0.5,2,75.3,6.63,1.74,3.7,307,68.4,7.44,1.64
default,BCH+ETH+VET,0.45,3,75.3,5.82,1.82,3.7,334,47.8,6.79,1.62
thr06,APT+BNB+DOGE,0.45,2,75.1,7.74,1.63,3.32,380,49.0,7.38,1.48
rr28,ETH+HBAR+TON,0.45,3,75.0,6.99,1.80,4.03,326,40.4,6.71,1.51
rr28,APT+BCH+XRP,0.45,2,74.8,6.22,1.83,4.16,320,62.3,7.28,1.83
perpair,1000PEPE+ADA+LTC,0.5,2,74.8,6.7,1.71,3.53,317,66.2,7.48,1.61
default,APT+BNB+LTC,0.45,2,74.8,7.11,1.71,3.54,343,50.4,7.93,1.57
default,BCH+TON+VET,0.45,3,74.8,5.59,1.76,3.59,348,50.5,7.2,1.64
rr28,BCH+HBAR+LTC,0.45,3,74.6,6.74,1.76,3.96,335,52.7,6.63,1.56
rr28,DOGE+HBAR+TON,0.45,2,74.5,6.17,1.76,3.91,330,45.0,7.51,1.55
thr06,1000PEPE+ADA+APT,0.45,2,74.5,6.69,1.67,3.4,362,72.6,6.54,1.66
perpair,ADA+DOGE+ENS,0.45,2,74.4,7.92,1.67,3.26,346,49.0,7.46,1.52
perpair,1000PEPE+HBAR+TON,0.45,2,74.3,5.24,1.75,3.76,333,49.2,6.59,1.52
rr28,BCH+HBAR+LTC,0.45,2,74.3,6.44,1.78,4.0,326,56.1,5.68,1.62
perpair,BCH+LTC+VET,0.45,3,74.3,5.99,1.77,3.69,350,56.4,7.04,1.63
perpair,APT+LTC+VET,0.45,3,74.2,6.56,1.75,3.65,354,55.8,7.85,1.62
rr28,BCH+DOGE+XRP,0.45,3,74.2,6.18,1.78,3.8,328,48.3,6.08,1.67
default,APT+BCH+BNB,0.45,3,74.1,6.54,1.74,3.61,334,61.4,5.64,1.75
rr28,ADA+BCH+WLD,0.45,3,74.1,7.84,1.78,4.12,338,52.2,7.5,1.60
perpair,ADA+LTC+TON,0.45,2,74.1,5.09,1.83,3.98,307,47.1,7.31,1.56
rr28,1000PEPE+BCH+TON,0.5,2,74.0,6.66,1.74,3.66,319,66.8,7.93,1.79
rr28,ADA+ETH+HBAR,0.5,3,74.0,6.91,1.69,3.44,326,56.5,7.65,1.53
default,ADA+APT+LTC,0.45,2,74.0,6.09,1.76,3.63,333,63.0,7.87,1.64
rr40_sb20,1000PEPE+APT+BCH,0.45,3,73.9,6.64,1.70,3.13,334,70.3,7.48,1.74
perpair,ADA+BNB+WLD,0.45,2,73.9,6.32,1.71,3.83,343,44.5,7.61,1.52
perpair,BNB+HBAR+SNX,0.45,3,73.9,6.38,1.69,3.52,333,53.0,7.72,1.49
perpair,BNB+LTC+WLD,0.45,2,73.9,5.29,1.75,3.83,322,36.0,7.72,1.45
thr06,ETH+HBAR+SNX,0.45,2,73.8,7.06,1.64,3.49,362,56.3,7.07,1.47
default,1000PEPE+ADA+APT,0.5,2,73.8,5.25,1.67,3.31,321,88.1,7.54,1.80
default,APT+DOGE+ETH,0.45,2,73.8,5.62,1.80,3.75,308,57.9,7.02,1.74
rr28,ETH+HBAR+SNX,0.45,3,73.7,5.27,1.80,3.96,320,54.1,7.89,1.55
rr40_sb20,DOGE+ETH+HBAR,0.45,2,73.7,7.48,1.68,3.2,314,46.1,7.4,1.49
rr28,ETH+VET+XRP,0.45,3,73.7,6.08,1.74,3.56,351,35.8,7.6,1.49
rr28,1000PEPE+BNB+TON,0.5,2,73.5,7.06,1.65,3.36,342,48.4,7.5,1.58
default,ADA+APT+DOGE,0.45,3,73.5,5.6,1.68,3.29,352,67.8,7.03,1.70
perpair,ADA+ETH+HBAR,0.45,2,73.5,6.92,1.73,3.46,326,56.6,7.75,1.58
perpair,ADA+BCH+LTC,0.45,2,73.4,6.27,1.84,3.93,312,57.8,6.18,1.63
rr28,ETH+SNX+VET,0.45,2,73.4,7.75,1.81,3.9,336,51.9,7.31,1.59
rr28,ETH+HBAR+LTC,0.45,2,73.3,6.2,1.79,4.01,324,37.8,5.53,1.45
perpair,1000PEPE+ADA+DOGE,0.45,2,73.2,6.4,1.70,3.36,351,58.2,6.74,1.58
perpair,ADA+LTC+XRP,0.45,3,73.2,7.32,1.72,3.39,324,51.5,7.59,1.57
rr28,BCH+DOGE+XRP,0.45,2,73.1,6.18,1.79,3.79,323,47.5,5.68,1.68
rr28,DOGE+ETH+HBAR,0.45,3,73.1,5.87,1.76,3.89,329,41.5,6.37,1.51
perpair,APT+ENS+HBAR,0.45,2,72.9,6.42,1.69,3.52,329,55.6,6.58,1.61
thr06,BCH+DOGE+HBAR,0.45,3,72.9,7.53,1.60,3.31,390,56.5,6.92,1.50
thr06,ADA+APT+WLD,0.45,2,72.9,5.92,1.63,3.51,375,65.3,6.8,1.61
thr06,ADA+APT+TON,0.45,2,72.8,6.12,1.61,3.49,375,67.8,6.85,1.64
rr28,1000PEPE+ADA+ETH,0.5,2,72.7,6.64,1.75,3.45,308,62.9,7.9,1.69
perpair,1000PEPE+BCH+HBAR,0.45,2,72.6,7.49,1.74,3.75,337,63.3,6.85,1.63
perpair,DOGE+ENS+HBAR,0.45,3,72.6,7.14,1.60,3.21,361,44.7,7.02,1.46
default,APT+BNB+DOGE,0.45,2,72.6,7.56,1.68,3.44,335,49.6,6.04,1.59
default,APT+BCH+BNB,0.45,2,72.5,6.54,1.76,3.7,323,61.2,5.64,1.77
perpair,ETH+HBAR+LTC,0.45,2,72.5,6.74,1.76,3.65,309,51.6,5.61,1.56
rr28,APT+BCH+HBAR,0.45,2,72.5,7.09,1.81,3.98,318,66.3,6.77,1.73
thr06,1000PEPE+ADA+APT,0.45,3,72.4,7.4,1.59,3.12,396,72.2,7.03,1.62
perpair,ADA+APT+LTC,0.45,3,72.3,5.97,1.77,3.63,331,63.6,6.5,1.66
rr28,BNB+TON+VET,0.45,2,72.3,4.88,1.69,3.65,367,36.5,7.94,1.50
perpair,ADA+BCH+LTC,0.45,3,72.3,6.3,1.78,3.72,327,64.3,7.08,1.67
rr28,ADA+LTC+XRP,0.45,2,72.2,5.17,1.72,3.85,342,39.8,6.71,1.48
perpair,1000PEPE+ADA+ENS,0.45,2,72.2,6.7,1.70,3.4,332,55.6,6.87,1.61
rr28,ADA+BCH+WLD,0.45,2,72.2,7.84,1.79,4.12,331,56.0,6.89,1.67
rr28,BCH+WLD+XRP,0.45,2,72.1,7.84,1.79,4.19,326,39.0,7.4,1.55
default,1000PEPE+APT+BCH,0.45,2,72.1,5.36,1.80,3.65,315,77.4,7.6,1.94
perpair,DOGE+HBAR+XRP,0.45,2,72.0,6.44,1.63,3.37,342,47.9,5.52,1.50
rr28,APT+ETH+HBAR,0.45,2,72.0,6.21,1.81,3.97,315,49.1,6.47,1.58
rr28,1000PEPE+BNB+TON,0.45,3,71.8,6.99,1.69,3.51,355,42.2,7.74,1.56
rr28,HBAR+LTC+WLD,0.45,2,71.7,6.75,1.70,3.69,346,30.4,7.37,1.34
rr28,ETH+HBAR+TON,0.45,2,71.6,6.95,1.80,3.94,315,40.4,6.18,1.52
rr28,ADA+HBAR+LTC,0.45,2,71.6,6.15,1.72,3.81,338,52.8,6.46,1.53
perpair,1000PEPE+BCH+HBAR,0.45,3,71.6,7.49,1.70,3.59,352,64.1,7.32,1.62
rr28,1000PEPE+BCH+DOGE,0.45,2,71.4,5.19,1.84,3.81,313,58.2,7.97,1.78
rr28,BNB+DOGE+XRP,0.45,2,71.4,6.23,1.69,3.38,343,34.2,7.59,1.49
rr28,ADA+ETH+XRP,0.45,3,71.4,7.44,1.75,3.39,328,42.7,7.43,1.54
default,BCH+ETH+VET,0.45,2,71.4,5.82,1.81,3.65,326,47.3,5.7,1.65
rr28,1000PEPE+ETH+HBAR,0.55,3,71.3,6.36,1.60,3.2,322,61.9,7.69,1.55
default,1000PEPE+BCH+TON,0.45,2,71.3,5.85,1.80,3.68,315,55.8,6.9,1.76
rr28,BCH+BNB+VET,0.45,2,71.3,5.4,1.74,3.77,351,41.2,7.1,1.53
default,1000PEPE+ADA+ETH,0.45,3,71.0,7.81,1.73,3.17,329,55.0,7.81,1.63
default,BCH+DOGE+HBAR,0.5,2,70.9,6.62,1.65,3.43,314,56.8,5.54,1.60
default,ADA+APT+DOGE,0.45,2,70.9,4.85,1.72,3.49,323,66.6,7.31,1.72
perpair,BCH+HBAR+VET,0.5,2,70.9,7.51,1.65,3.23,352,62.0,7.5,1.58
perpair,1000PEPE+DOGE+LTC,0.45,2,70.8,7.09,1.71,3.4,335,51.7,7.66,1.56
rr28,1000PEPE+TON+WLD,0.45,2,70.8,5.64,1.75,3.83,339,40.1,7.22,1.53
perpair,ADA+LTC+XRP,0.45,2,70.7,7.1,1.74,3.57,309,49.0,6.49,1.58
default,1000PEPE+ADA+ETH,0.45,2,70.6,7.25,1.78,3.4,306,55.1,7.28,1.67
perpair,DOGE+ENS+HBAR,0.45,2,70.6,7.2,1.63,3.28,338,44.9,6.96,1.47
rr28,BCH+DOGE+HBAR,0.45,2,70.6,5.97,1.77,3.94,318,56.5,4.74,1.68
rr28,ETH+HBAR+XRP,0.5,3,70.6,6.83,1.66,3.5,319,42.0,7.49,1.46
rr28,ADA+ETH+VET,0.45,2,70.6,6.76,1.77,3.63,339,43.5,7.59,1.54
rr28,1000PEPE+BCH+TON,0.45,3,70.6,6.59,1.77,3.7,328,59.3,7.11,1.79
rr28,BCH+BNB+XRP,0.45,3,70.5,7.66,1.71,3.67,333,42.1,7.1,1.58
rr40_sb20,1000PEPE+ADA+APT,0.45,2,70.5,7.15,1.66,3.08,326,59.6,7.36,1.57
rr28,DOGE+HBAR+XRP,0.5,3,70.4,7.07,1.59,3.34,338,45.9,7.21,1.48
perpair,ADA+DOGE+LTC,0.45,3,70.4,6.91,1.67,3.28,351,52.4,7.71,1.52
default,1000PEPE+ETH+HBAR,0.5,2,70.4,5.8,1.68,3.22,303,48.7,7.72,1.52
rr28,BNB+ETH+XRP,0.45,2,70.4,7.32,1.73,3.42,323,29.2,7.62,1.44
default,ADA+BCH+DOGE,0.45,3,70.2,7.18,1.71,3.38,332,58.0,6.44,1.67
thr06,BCH+DOGE+HBAR,0.45,2,70.0,7.07,1.62,3.42,370,54.5,5.76,1.50
rr28,APT+BCH+HBAR,0.45,3,70.0,7.09,1.76,3.87,325,68.1,7.2,1.72
perpair,1000PEPE+ADA+BNB,0.45,2,70.0,6.13,1.70,3.44,331,53.8,6.67,1.62
perpair,ADA+APT+LTC,0.45,2,69.9,5.04,1.81,3.71,309,61.9,7.32,1.67
rr28,1000PEPE+BCH+ETH,0.45,2,69.9,6.1,1.87,3.81,303,60.8,7.25,1.86
default,DOGE+ETH+HBAR,0.45,3,69.9,6.02,1.69,3.5,325,40.0,6.95,1.47
perpair,APT+LTC+VET,0.45,2,69.7,6.65,1.77,3.63,335,52.8,7.49,1.62
default,APT+HBAR+LTC,0.45,3,69.7,7.66,1.64,3.28,349,59.7,7.35,1.56
perpair,ADA+LTC+WLD,0.45,3,69.7,6.65,1.68,3.58,351,49.5,7.62,1.50
default,ADA+APT+BNB,0.45,3,69.6,6.86,1.63,3.08,353,62.8,7.38,1.65
default,ADA+BCH+DOGE,0.45,2,69.4,7.18,1.74,3.5,319,54.6,6.44,1.69
perpair,ADA+BNB+LTC,0.45,3,69.4,6.53,1.74,3.46,310,46.1,6.64,1.55
default,1000PEPE+BCH+DOGE,0.45,3,69.2,5.8,1.71,3.38,329,53.4,7.97,1.69
rr28,1000PEPE+APT+HBAR,0.5,2,69.2,6.84,1.65,3.49,320,72.8,7.67,1.67
rr28,1000PEPE+TON+VET,0.45,2,69.1,6.47,1.73,3.78,348,50.5,7.3,1.66
rr28,1000PEPE+ETH+HBAR,0.55,2,69.1,6.36,1.63,3.17,306,57.0,6.76,1.54
rr28,BNB+ETH+HBAR,0.45,3,69.1,6.77,1.70,3.51,334,35.8,5.44,1.44
rr28,ETH+HBAR+XRP,0.5,2,69.0,6.71,1.66,3.51,312,42.4,7.01,1.48
rr40_sb20,ADA+APT+DOGE,0.45,2,69.0,7.7,1.66,2.93,324,57.1,7.49,1.54
rr28,ADA+DOGE+WLD,0.45,2,69.0,6.15,1.74,3.81,334,45.0,7.91,1.54
rr28,BNB+DOGE+HBAR,0.45,3,68.9,7.52,1.63,3.39,353,39.1,6.61,1.46
rr28,BCH+BTC+TON,0.5,2,68.9,7.23,1.68,3.4,303,36.4,7.36,1.47
perpair,BCH+HBAR+VET,0.45,3,68.8,6.78,1.68,3.41,363,58.4,7.34,1.59
default,1000PEPE+ETH+HBAR,0.5,3,68.7,6.99,1.63,3.13,319,53.8,7.58,1.54
default,BCH+TON+VET,0.45,2,68.7,5.1,1.74,3.53,334,48.0,6.89,1.64
rr28,DOGE+HBAR+XRP,0.5,2,68.6,6.55,1.59,3.39,328,48.2,5.99,1.52
default,1000PEPE+APT+BCH,0.45,3,68.6,5.81,1.73,3.44,327,75.3,6.93,1.89
default,APT+BCH+VET,0.45,2,68.6,5.87,1.73,3.48,339,73.5,7.36,1.88
default,BCH+HBAR+LTC,0.45,2,68.4,7.62,1.71,3.52,320,53.9,5.33,1.58
perpair,1000PEPE+HBAR+WLD,0.45,3,68.4,7.72,1.60,3.25,376,49.1,7.81,1.47
perpair,1000PEPE+DOGE+HBAR,0.45,2,68.4,7.5,1.64,3.29,349,49.5,5.45,1.49
default,BCH+DOGE+VET,0.45,3,68.3,7.41,1.67,3.28,353,47.6,7.8,1.59
rr28,BCH+HBAR+SNX,0.45,3,68.3,5.43,1.75,3.68,317,69.5,7.66,1.67
rr28,BCH+ETH+HBAR,0.45,2,68.2,6.13,1.81,4.0,303,52.7,5.4,1.67
rr28,BCH+HBAR+SNX,0.45,2,68.2,5.43,1.77,3.71,311,70.4,7.07,1.69
rr28,1000PEPE+BCH+ETH,0.45,3,68.1,6.1,1.80,3.62,312,56.8,7.87,1.77
rr28,1000PEPE+ADA+APT,0.45,2,68.0,4.74,1.74,3.53,323,70.7,7.14,1.76
perpair,BCH+LTC+VET,0.45,2,68.0,5.51,1.75,3.58,337,56.1,6.23,1.65
rr28,1000PEPE+BCH+DOGE,0.45,3,67.9,5.97,1.73,3.53,331,60.7,7.97,1.79
rr28,1000PEPE+ETH+VET,0.45,2,67.9,6.54,1.76,3.59,337,48.7,7.32,1.65
rr28,ADA+BCH+BNB,0.45,2,67.9,7.6,1.73,3.72,327,48.9,7.95,1.61
default,APT+HBAR+LTC,0.45,2,67.9,6.79,1.66,3.39,332,61.5,6.38,1.60
rr28,ADA+ETH+XRP,0.45,2,67.8,6.96,1.76,3.48,309,39.2,7.85,1.52
rr28,1000PEPE+TON+XRP,0.45,2,67.8,5.92,1.73,3.64,325,45.1,7.92,1.64
default,BCH+DOGE+HBAR,0.5,3,67.7,6.62,1.61,3.29,322,57.2,6.07,1.58
rr28,BCH+ETH+HBAR,0.45,3,67.7,6.13,1.79,3.97,307,52.0,5.4,1.63
default,APT+BCH+VET,0.45,3,67.7,5.87,1.69,3.38,351,68.7,7.54,1.79
default,ADA+APT+BNB,0.45,2,67.7,5.78,1.67,3.21,330,63.7,6.44,1.69
rr28,BCH+DOGE+HBAR,0.45,3,67.5,5.97,1.71,3.78,326,55.8,4.95,1.65
rr28,BCH+BNB+XRP,0.45,2,67.5,7.66,1.72,3.65,325,43.0,7.1,1.61
default,ADA+BNB+DOGE,0.45,2,67.5,7.08,1.63,3.08,336,38.6,7.98,1.45
default,BCH+BNB+VET,0.5,2,67.4,6.79,1.62,3.03,342,46.6,7.75,1.53
rr28,1000PEPE+ADA+APT,0.45,3,67.4,5.25,1.68,3.28,349,70.8,7.63,1.73
perpair,ADA+ENS+LTC,0.45,2,67.3,6.92,1.71,3.43,309,51.4,7.64,1.61
rr40_sb20,BCH+HBAR+SNX,0.45,3,67.1,7.52,1.64,2.94,316,81.5,7.62,1.65
rr28,DOGE+ETH+HBAR,0.45,2,67.1,5.39,1.74,3.78,313,39.9,5.78,1.51
default,APT+BNB+VET,0.45,2,67.0,5.8,1.63,3.19,355,48.0,7.47,1.58
rr28,APT+BCH+BTC,0.45,2,67.0,6.82,1.73,3.79,307,48.6,6.82,1.64
default,BCH+HBAR+LTC,0.45,3,67.0,7.84,1.68,3.38,329,50.2,5.8,1.53
rr28,1000PEPE+HBAR+TON,0.5,2,66.9,6.93,1.63,3.44,324,57.8,6.76,1.58
default,BCH+HBAR+SNX,0.45,3,66.9,6.2,1.72,3.4,313,63.2,7.7,1.61
thr06,BNB+DOGE+VET,0.45,2,66.8,6.83,1.57,2.89,395,40.0,7.61,1.40
default,APT+BCH+BTC,0.5,2,66.8,7.37,1.63,3.32,304,61.4,7.86,1.70
perpair,BNB+HBAR+SNX,0.45,2,66.7,6.38,1.65,3.39,326,49.0,7.68,1.47
thr06,1000PEPE+ADA+DOGE,0.45,2,66.6,7.67,1.60,3.03,361,60.2,7.21,1.57
rr28,ADA+ETH+HBAR,0.5,2,66.6,6.96,1.66,3.27,311,52.0,7.65,1.52
rr28,ADA+DOGE+XRP,0.45,2,66.5,7.37,1.68,3.36,323,43.8,7.23,1.55
default,BCH+HBAR+SNX,0.45,2,66.4,5.65,1.74,3.42,307,63.4,7.7,1.64
perpair,ADA+LTC+WLD,0.45,2,66.3,6.79,1.69,3.58,332,50.9,7.15,1.54
perpair,BNB+LTC+VET,0.45,2,66.3,6.53,1.71,3.43,322,37.1,7.23,1.49
perpair,1000PEPE+ADA+LTC,0.45,3,66.2,7.55,1.67,3.28,341,58.5,5.22,1.60
perpair,ADA+BNB+LTC,0.45,2,66.1,6.53,1.73,3.45,299,44.6,6.37,1.55
perpair,APT+HBAR+LTC,0.45,2,65.9,5.99,1.75,3.7,307,60.0,6.69,1.64
default,BCH+DOGE+VET,0.45,2,65.6,7.41,1.69,3.33,340,38.6,6.52,1.51
perpair,1000PEPE+ADA+LTC,0.45,2,65.5,6.05,1.71,3.53,317,58.1,6.75,1.62
rr28,BCH+BTC+TON,0.45,3,65.2,7.11,1.68,3.46,319,33.7,7.26,1.48
default,BCH+VET+WLD,0.45,2,65.1,7.5,1.69,3.35,345,42.2,6.54,1.54
thr06,BNB+HBAR+SNX,0.45,2,65.0,7.25,1.52,2.99,385,47.5,7.67,1.39
default,HBAR+LTC+XRP,0.45,2,65.0,7.4,1.61,3.33,331,37.7,6.51,1.43
rr28,1000PEPE+BCH+TON,0.45,2,64.8,6.01,1.74,3.66,319,58.6,7.16,1.80
rr28,ADA+ETH+HBAR,0.45,3,64.8,6.23,1.69,3.44,326,49.8,6.91,1.53
default,1000PEPE+ADA+APT,0.45,2,64.7,4.74,1.67,3.31,321,76.9,6.81,1.80
rr28,1000PEPE+ADA+DOGE,0.45,3,64.6,6.9,1.64,3.15,350,58.4,7.94,1.66
default,BCH+BNB+VET,0.45,3,64.5,6.13,1.63,3.16,354,43.2,7.79,1.54
rr28,1000PEPE+BNB+TON,0.45,2,64.4,6.37,1.65,3.36,342,42.8,6.77,1.58
default,1000PEPE+ADA+DOGE,0.45,3,64.2,6.82,1.60,2.88,348,54.7,7.78,1.60
perpair,DOGE+HBAR+WLD,0.45,2,64.0,6.83,1.58,3.22,360,44.5,7.25,1.44
default,1000PEPE+ADA+APT,0.45,3,63.9,5.25,1.62,3.06,346,76.8,7.57,1.77
rr28,1000PEPE+ADA+ETH,0.45,2,63.7,5.99,1.75,3.45,308,55.3,7.13,1.69
rr28,1000PEPE+ETH+HBAR,0.5,3,63.4,5.8,1.61,3.2,322,55.1,7.0,1.56
rr28,1000PEPE+DOGE+HBAR,0.5,2,63.0,7.91,1.59,3.19,320,57.3,6.97,1.58
default,DOGE+ETH+HBAR,0.45,2,63.0,6.02,1.67,3.33,308,36.8,7.46,1.45
rr28,ADA+DOGE+HBAR,0.45,2,62.8,5.09,1.66,3.38,323,50.7,7.51,1.55
rr28,HBAR+LTC+XRP,0.45,2,62.7,7.29,1.62,3.54,336,41.8,7.65,1.49
default,APT+DOGE+HBAR,0.45,3,62.5,7.16,1.58,3.13,342,59.9,7.37,1.62
perpair,BCH+HBAR+LTC,0.45,3,62.5,7.3,1.69,3.36,318,58.0,5.55,1.59
default,BCH+DOGE+HBAR,0.45,2,62.2,5.97,1.66,3.43,314,50.1,5.0,1.60
perpair,BCH+HBAR+VET,0.45,2,62.2,6.78,1.64,3.23,352,54.6,6.77,1.58
perpair,HBAR+LTC+XRP,0.45,2,62.2,6.53,1.64,3.25,305,50.0,7.52,1.57
rr28,ETH+HBAR+XRP,0.45,3,61.9,6.16,1.66,3.5,319,37.3,6.76,1.47
default,1000PEPE+ADA+DOGE,0.45,2,61.9,6.4,1.65,3.08,317,53.6,7.93,1.61
perpair,1000PEPE+HBAR+WLD,0.45,2,61.8,7.63,1.59,3.2,353,42.8,7.81,1.43
rr28,ETH+HBAR+VET,0.45,2,61.8,5.7,1.67,3.55,335,39.1,7.55,1.47
rr28,DOGE+HBAR+XRP,0.45,3,61.8,6.37,1.60,3.34,338,40.6,6.5,1.49
default,1000PEPE+ETH+HBAR,0.45,2,61.7,5.23,1.69,3.22,303,43.0,6.96,1.52
rr28,1000PEPE+ADA+DOGE,0.45,2,61.7,5.98,1.68,3.34,320,57.7,7.48,1.69
rr28,1000PEPE+ETH+HBAR,0.5,2,61.4,5.8,1.63,3.17,306,50.8,6.15,1.55
default,APT+BCH+HBAR,0.45,2,61.3,7.58,1.68,3.21,312,70.4,6.77,1.77
default,1000PEPE+BCH+BNB,0.45,2,61.2,7.94,1.66,3.2,317,43.3,7.99,1.59
rr28,BNB+ETH+HBAR,0.45,2,61.0,7.24,1.64,3.29,325,33.7,5.65,1.43
perpair,DOGE+HBAR+LTC,0.45,2,60.9,7.33,1.63,3.21,321,46.1,7.55,1.48
perpair,DOGE+HBAR+LTC,0.45,3,60.9,6.77,1.58,3.11,342,46.4,7.52,1.46
rr28,BCH+BTC+ETH,0.45,2,60.8,6.6,1.71,3.35,294,31.5,7.86,1.48
rr28,1000PEPE+APT+HBAR,0.45,2,60.7,6.17,1.66,3.49,320,63.7,6.92,1.68
rr28,ETH+HBAR+XRP,0.45,2,60.6,6.05,1.67,3.51,312,37.6,6.32,1.49
rr28,BCH+BTC+TON,0.45,2,60.5,6.52,1.69,3.4,303,32.3,6.65,1.47
rr28,BCH+BNB+BTC,0.45,2,60.4,7.45,1.63,3.44,317,28.8,7.79,1.41
default,1000PEPE+ETH+HBAR,0.45,3,60.4,6.3,1.63,3.13,319,47.5,6.82,1.54
rr28,DOGE+HBAR+XRP,0.45,2,60.2,5.91,1.60,3.39,328,42.7,5.4,1.53
rr28,BCH+BTC+VET,0.5,2,60.2,6.52,1.56,3.1,328,44.0,7.91,1.53
rr40_sb20,APT+BCH+BTC,0.45,2,60.0,7.3,1.57,2.88,311,65.1,7.14,1.72
rr28,1000PEPE+BCH+HBAR,0.5,2,59.9,7.71,1.60,3.24,310,70.5,7.61,1.70
perpair,HBAR+LTC+WLD,0.45,3,59.8,7.64,1.59,3.05,342,43.5,7.41,1.44
perpair,BCH+HBAR+LTC,0.45,2,59.7,7.3,1.68,3.34,309,61.4,4.84,1.66
rr28,BNB+DOGE+HBAR,0.45,2,59.7,7.52,1.58,3.19,344,39.1,6.61,1.47
default,BCH+DOGE+HBAR,0.45,3,59.5,5.97,1.61,3.29,322,50.4,5.47,1.58
default,BCH+BNB+VET,0.45,2,59.2,6.13,1.61,3.03,342,41.2,7.0,1.53
default,1000PEPE+BCH+HBAR,0.5,2,59.2,7.71,1.57,3.04,307,64.0,7.09,1.65
perpair,ENS+HBAR+LTC,0.45,3,59.1,7.29,1.58,3.07,317,45.0,6.83,1.50
rr28,1000PEPE+ADA+TON,0.45,2,58.9,6.41,1.64,3.37,329,56.3,7.91,1.67
rr28,1000PEPE+HBAR+TON,0.45,2,58.8,6.24,1.64,3.44,324,51.0,6.1,1.59
default,APT+BCH+BTC,0.45,2,58.6,6.66,1.63,3.32,304,54.1,7.09,1.70
rr28,ADA+ETH+HBAR,0.45,2,58.5,6.28,1.67,3.27,311,45.9,6.91,1.53
rr28,1000PEPE+BCH+HBAR,0.5,3,58.0,7.71,1.56,3.11,319,72.3,7.79,1.70
rr28,1000PEPE+HBAR+TON,0.45,3,57.9,7.24,1.59,3.27,338,50.9,6.79,1.58
default,1000PEPE+BCH+HBAR,0.5,3,57.8,7.78,1.55,2.93,316,66.3,6.74,1.65
rr28,BCH+BTC+WLD,0.45,2,57.7,6.96,1.62,3.58,316,28.4,7.31,1.39
rr28,1000PEPE+ETH+HBAR,0.45,3,55.7,5.23,1.61,3.2,322,48.6,6.3,1.57
rr28,1000PEPE+DOGE+HBAR,0.45,3,55.5,7.61,1.55,3.06,341,52.2,6.29,1.58
rr28,1000PEPE+DOGE+HBAR,0.45,2,55.5,7.15,1.60,3.19,320,50.5,6.29,1.59
perpair,ENS+HBAR+LTC,0.45,2,55.3,7.79,1.58,3.03,304,47.0,6.36,1.54
perpair,HBAR+LTC+WLD,0.45,2,54.7,7.64,1.57,3.0,328,45.5,7.41,1.48
default,1000PEPE+BCH+VET,0.45,2,54.4,7.57,1.60,3.0,330,55.7,7.85,1.71
rr28,1000PEPE+ETH+HBAR,0.45,2,54.0,5.23,1.64,3.17,306,44.9,5.55,1.55
rr28,ADA+BTC+ETH,0.45,2,53.8,7.21,1.61,2.98,301,29.1,7.45,1.39
perpair,1000PEPE+ADA+HBAR,0.45,2,53.3,5.6,1.56,2.98,332,56.4,7.96,1.55
rr28,BCH+BTC+VET,0.45,2,53.0,5.89,1.56,3.1,328,39.0,7.12,1.53
rr40_sb20,1000PEPE+BCH+HBAR,0.45,2,53.0,7.71,1.51,2.56,312,58.3,7.41,1.61
